smiles,selfies
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][Ring2][Ring1][Ring1]
CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,[C][C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][=C][N][=C][Ring1][N][C][=C][Ring1][S][O][C][C]
O=C([O-])c1ccccc1C(=O)O,[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,[C][C][=C][C][=C][Branch2][Ring1][=N][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][=C][Ring2][Ring1][Branch2]
CC(C)CC(=O)CC(C)C,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][C]
CC(=O)C=Cc1ccco1,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][O][Ring1][Branch1]
COc1cc(CC(C)N)cc2c1OCO2,[C][O][C][=C][C][Branch1][#Branch1][C][C][Branch1][C][C][N][=C][C][=C][Ring1][#Branch2][O][C][O][Ring1][Branch1]
CC(Cc1ccc2c(c1)OCO2)NO,[C][C][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][O]
COc1ccc(OC)c(CC(C)N)c1,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][#Branch1][C][C][Branch1][C][C][N][=C][Ring1][N]
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,[O][=C][Branch1][=C][N][C][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][Cl][N][C][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
CNC(C)Cc1ccc2c(c1)OCO2,[C][N][C][Branch1][C][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1]
CC=Cc1ccc(OC)cc1,[C][C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
C/C=C/c1ccc(OC)cc1,[C][/C][=C][/C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,[C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O]
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,[O][C][C@@H1][Branch1][C][O][C@H1][O][C@@H1][O][C@H1][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][C@@H1][Ring1][=Branch2][C@H1][Ring1][N][O]
CNC[C@H](O)c1cccc(O)c1,[C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1]
CC(O)CN(CC(C)O)CC(C)O,[C][C][Branch1][C][O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][O][C][C][Branch1][C][C][O]
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,[N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O]
Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,[N][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O]
C=CCOC(=O)CCC1CCCCC1,[C][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Ring1][=Branch1]
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][N][C@H1][C][=C][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][NH1][C][Ring1][=C][=O]
CC(C)CCOC(=O)CC(C)C,[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][C]
CC1=CC[C@H](CC=O)C1(C)C,[C][C][=C][C][C@H1][Branch1][Ring2][C][C][=O][C][Ring1][Branch2][Branch1][C][C][C]
OCc1cccnc1,[O][C][C][=C][C][=C][N][=C][Ring1][=Branch1]
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,[O][=C][Branch2][Branch1][C][O][C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1]
OC1OCCOC1O,[O][C][O][C][C][O][C][Ring1][=Branch1][O]
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,[C][C][Branch1][C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][S]
CN(C)NC(=O)CCC(=O)O,[C][N][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O]
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,[O][=C][N][C][=Branch1][C][=O][C@@H1][C][C][=C][C][C@H1][Ring1][#Branch2][Ring1][=Branch1]
Nc1ccc(O)c(C(=O)O)c1,[N][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2]
CCCCCCCCOS(=O)(=O)[O-],[C][C][C][C][C][C][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,[C][O][C][=C][C][Branch1][=N][C][=Branch1][C][=S][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring1][S][O][C]
COc1cccc(OC)c1C(=O)O,[C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O]
CCOC(=N)CC(=O)OCC,[C][C][O][C][=Branch1][C][=N][C][C][=Branch1][C][=O][O][C][C]
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,[C][#C][C][O][C][Branch1][=N][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCOP(=O)(N=C1SCCS1)OCC,[C][C][O][P][=Branch1][C][=O][Branch1][=Branch2][N][=C][S][C][C][S][Ring1][Branch1][O][C][C]
CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,[C][C][=Branch1][C][=O][S][C@H1][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Ring1][=Branch2][C][Ring2][Ring1][C][=O][C][Branch1][C][C][C]
Brc1ccccc1-c1ccccc1,[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
Brc1ccccc1,[Br][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,[C][C][Branch1][C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
CC=CC(=O)N(CC)c1ccccc1C,[C][C][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
CC1(C)SC(C)(C)SC(C)(C)S1,[C][C][Branch1][C][C][S][C][Branch1][C][C][Branch1][C][C][S][C][Branch1][C][C][Branch1][C][C][S][Ring1][O]
O=C(O)CSCC(=O)NC1CCSC1=O,[O][=C][Branch1][C][O][C][S][C][C][=Branch1][C][=O][N][C][C][C][S][C][Ring1][Branch1][=O]
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O]
C=CCn1cc[n+](C)c1,[C][=C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1]
CCCCCC(=O)O,[C][C][C][C][C][C][=Branch1][C][=O][O]
O=C(O)CCCCC(=O)O,[O][=C][Branch1][C][O][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCC=O,[C][C][C][C][C][C][=O]
CCCCCC/C=C/CCCCCCCC(=O)O,[C][C][C][C][C][C][/C][=C][/C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCCCCCCCC(=O)O,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,[O][=C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
CCCCCCC(=O)O,[C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCC(=O)CC,[C][C][C][C][=Branch1][C][=O][C][C]
CC(C)C#N,[C][C][Branch1][C][C][C][#N]
CCOC(=O)c1ccccc1N,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N]
CCNc1ccccc1,[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,[N][C][=N][C][=C][Branch1][O][N][=C][N][Ring1][Branch1][C][O][C][C][O][C][=Branch1][C][=O][NH1][Ring1][#C]
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O]
CC[N+](=O)[O-],[C][C][N+1][=Branch1][C][=O][O-1]
O=C(O)c1ccc([N+](=O)[O-])cc1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
CCCC[N+](=O)[O-],[C][C][C][C][N+1][=Branch1][C][=O][O-1]
O=[N+]([O-])c1ccccc1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=[N+]([O-])c1ccc2[nH]cnc2c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2]
COc1ccccc1[N+](=O)[O-],[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1]
CNC(=O)O/N=C/C(C)(C)S(C)=O,[C][N][C][=Branch1][C][=O][O][/N][=C][/C][Branch1][C][C][Branch1][C][C][S][Branch1][C][C][=O]
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,[C][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][C][Branch1][O][O][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Ring1][#C][C]
CCN(CC)c1cc(C)nc2ncnn12,[C][C][N][Branch1][Ring1][C][C][C][=C][C][Branch1][C][C][=N][C][=N][C][=N][N][Ring1][#Branch2][Ring1][Branch1]
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][N][=C][Branch1][C][Cl][N][Branch1][=Branch1][C][Branch1][C][C][C][N][=Ring1][=Branch2]
Oc1c(Br)cc(Br)cc1Br,[O][C][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br]
CCOC(=O)c1ccccc1O,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
O=C(Oc1ccccc1)c1ccccc1O,[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][S][Branch1][C][C][=O][C][=C][Ring1][=Branch2]
Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],[C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2].[Na+1]
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
O=C(O)CCC(=O)O,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O]
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,[C][O][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][Ring1]
N=C(N)NS(=O)(=O)c1ccc(N)cc1,[N][=C][Branch1][C][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,[C][O][C][=N][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][P][O][C]
CCCCC(CC)COC(=O)CS,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][S]
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C@@H1][C][C@H1][C][C][C@][Ring1][=Branch1][Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C]
C=CC[N+](C)(C)CC=C,[C][=C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C]
CCCCCCCCS(=O)(=O)Cl,[C][C][C][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][Cl]
O=C([O-])C(Cl)(Cl)Cl,[O][=C][Branch1][C][O-1][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
CCCCCCCCCCC1CO1,[C][C][C][C][C][C][C][C][C][C][C][C][O][Ring1][Ring1]
CCC(CC)C(=O)O,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O]
CCC(CO)(CO)[N+](=O)[O-],[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N+1][=Branch1][C][=O][O-1]
C=C(C)[C@@H]1CC=C(C)C(=O)C1,[C][=C][Branch1][C][C][C@@H1][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2]
O=C(CCl)NCO,[O][=C][Branch1][Ring1][C][Cl][N][C][O]
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,[C][=C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C]
CCCCCCCCCCCCCCN(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C]
CCCCCCCCCCCCCCO,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O]
CCCCCCCCCCCCCCCCN(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C]
OCCOCCOCCOCCO,[O][C][C][O][C][C][O][C][C][O][C][C][O]
CCCCCCOCCOCCO,[C][C][C][C][C][C][O][C][C][O][C][C][O]
CC(C)CC(C)CC(O)CC(C)C,[C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][C]
OCCN1CCN(CCO)CC1,[O][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2]
CCCCCC(C=O)=Cc1ccccc1,[C][C][C][C][C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C1CCCC1,[O][=C][C][C][C][C][Ring1][Branch1]
O=C(OCc1ccccc1)c1ccccc1,[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
COc1ccc(C)cc1[N+](=O)[O-],[C][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1]
CCC(N)(CO)CO,[C][C][C][Branch1][C][N][Branch1][Ring1][C][O][C][O]
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1]
O=C(Cl)C(Cl)(Cl)Cl,[O][=C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
COC(=O)CC(=O)C(C)(C)C,[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C]
COC(=O)c1cc(Cl)cc(Cl)c1,[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2]
COC(=O)Cc1cccc2ccccc12,[C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
Nc1cccc(N)n1,[N][C][=C][C][=C][C][Branch1][C][N][=N][Ring1][#Branch1]
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@@H1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Ring1][Branch2][C@H1][Ring1][O][O]
CC(Cl)(Cl)Cl,[C][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
O=C(Cl)c1ccccc1,[O][=C][Branch1][C][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(=O)c1ccccn1,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1]
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,[C][C][C@@H1][C][=Branch1][C][=O][O][C][C@@H1][Ring1][=Branch1][C][C][=C][N][=C][N][Ring1][Branch1][C]
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,[N][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][O][Cl]
C=C(C)C(=O)OCCO,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O]
C=CC(=O)OCCO,[C][=C][C][=Branch1][C][=O][O][C][C][O]
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,[O][=P][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CN(C)CCOCCN(C)CCO,[C][N][Branch1][C][C][C][C][O][C][C][N][Branch1][C][C][C][C][O]
O=C([O-])c1cccc([N+](=O)[O-])c1,[O][=C][Branch1][C][O-1][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2]
C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,[C][=C][Si][Branch1][C][C][O][Si][Branch1][C][C][Branch1][Ring1][C][=C][O][Si][Branch1][C][C][Branch1][Ring1][C][=C][O][Si][Branch1][C][C][Branch1][Ring1][C][=C][O][Ring2][Ring1][C]
CCCCOC(=O)CCC(C)=O,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][C][C][=O]
Cc1ccc(N)c([N+](=O)[O-])c1,[C][C][=C][C][=C][Branch1][C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2]
CC1=CCC2CC1C2(C)C,[C][C][=C][C][C][C][C][Ring1][=Branch1][C][Ring1][Ring2][Branch1][C][C][C]
C=CCOC(=O)c1ccccc1C(=O)OCC=C,[C][=C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C]
Oc1cccc(O)c1O,[O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O]
S=C1NCCN1,[S][=C][N][C][C][N][Ring1][Branch1]
NC(=O)CCCCC1CCSS1,[N][C][=Branch1][C][=O][C][C][C][C][C][C][C][S][S][Ring1][Branch1]
CCOC(=O)CC#N,[C][C][O][C][=Branch1][C][=O][C][C][#N]
COC(=O)CC(C)=O,[C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][=O]
CCc1ccc(CC)cc1,[C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2]
OCC1CCC(CO)CC1,[O][C][C][C][C][C][Branch1][Ring1][C][O][C][C][Ring1][Branch2]
C=C(C)C(=O)OCCN(CC)CC,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][N][Branch1][Ring1][C][C][C][C]
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],[C][C][C][Branch1][Ring1][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][O][N+1][=Branch1][C][=O][O-1]
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,[Br][C][=C][C][=C][Branch1][P][O][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br][C][Branch1][C][Br][=C][Ring1][P]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl]
O=C(O)c1ccccc1OP(=O)(O)O,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O]
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,[C][N][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][C][C][C][Ring1][=Branch1]
CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O,[C][C][Branch1][C][C][C][C][Branch2][#Branch1][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O]
NC(=O)OCCCc1ccccc1,[N][C][=Branch1][C][=O][O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C]
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,[C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Ring1][N][C][C][C][Ring1][Ring1]
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#C][I]
CCOC(=O)NCCC[Si](OCC)(OCC)OCC,[C][C][O][C][=Branch1][C][=O][N][C][C][C][Si][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O][C][C]
OCCCBr,[O][C][C][C][Br]
C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,[C][N+1][Branch1][C][C][C@H1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring2][Ring1][Ring1][C@H1][O][C@@H1][Ring2][Ring1][Ring2][Ring1][Ring1]
c1cncc([C@@H]2CCCCN2)c1,[C][=C][N][=C][C][Branch1][=Branch2][C@@H1][C][C][C][C][N][Ring1][=Branch1][=C][Ring1][N]
CCCCCC(=O)CC,[C][C][C][C][C][C][=Branch1][C][=O][C][C]
