smiles,smi_mac_fragments,selfies,NR-AR
CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,"[6*]CCCC,[8*]N1C(=O)NC(=O)C([13*])C1=O,[6*]C1CCCCC1",[C][C][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][=C][=O],0
O=C1CC[C@H](C(=O)N2CCCCC2)N1,"[11*][C@@H]1CCC(=O)N1,[4*]N1CCCCC1,[1*]C([1*])=O",[O][=C][C][C][C@H1][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][N][Ring1][=N],0
C=C(C)C(=O)OCCCCCCCCCCCC,"[2*]O[2*],[3*]CCCCCCCCCCCC,[1*]C(=O)C(=C)C",[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C],0
CCCCCCCCCCCCCCCC(=O)OC(C)C,"[2*]O[2*],[3*]C(C)C,[1*]C(=O)CCCCCCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C],0
NCCCCCCNCCCCCCN,"[3*]CCCCCCN,[4*]N[4*]",[N][C][C][C][C][C][C][N][C][C][C][C][C][C][N],0
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,"[3*]CC(O)C[3*],[2*]O[2*],[4*]N[4*],[14*]c1cccc2c1C[C@H](O)[C@H](O)C2,[3*]C(C)(C)C",[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Ring1][Branch2],0
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"[4*]N1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=C)CC[C@@]3(O)[C@H]1C5,[3*]C[6*],[13*]C1CC1",[C][=C][C][C][C@@][Branch1][C][O][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring1][N][Branch1][N][C][C][N][Ring1][=N][C][C][C][C][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][O][Ring1][N],0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"[4*]N1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,[3*]CC=C",[C][=C][C][N][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][C][C][C@@][Ring1][#C][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][C][Ring1][S],0
CC(CC(C)C)=NO,CC(CC(C)C)=NO,[C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][=N][O],0
COc1ccc(COC(C)=O)cc1,"[2*]O[2*],[1*]C(C)=O,[2*]OC,[3*]C[6*],[14*]c1ccc([14*])cc1",[C][O][C][=C][C][=C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][C][=C][Ring1][O],0
CC(C)(O)C(=O)c1ccc(OCCO)cc1,"[2*]O[2*],[14*]c1ccc([14*])cc1,[3*]CCO,[1*]C(=O)C(C)(C)O",[C][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][O][C][C][O][C][=C][Ring1][#Branch2],0
CC(C)(O)CCc1ccccc1,"[6*]CCC(C)(C)O,[14*]c1ccccc1",[C][C][Branch1][C][C][Branch1][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CN(C)Cc1ccccc1,"[4*]N(C)C,[14*]c1ccccc1,[3*]C[6*]",[C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,"[3*]CCC[Si](OC)(OC)OC,[4*]N[4*]",[C][O][Si][Branch2][Ring1][Ring1][C][C][C][N][C][C][C][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O][C][Branch1][Ring1][O][C][O][C],0
Cc1c(N=C=O)cccc1N=C=O,Cc1c(N=C=O)cccc1N=C=O,[C][C][=C][Branch1][Ring2][N][=C][=O][C][=C][C][=C][Ring1][=Branch2][N][=C][=O],0
O=C1CCCCC1,O=C1CCCCC1,[O][=C][C][C][C][C][C][Ring1][=Branch1],0
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,"[3*][C@H]1[C@H](O)[C@@H](O)[C@H]([3*])O[C@@H]1[11*],[2*]O[2*],[6*]CO,[3*][C@H]1[C@H](O)[C@@H](O)[C@H]([3*])O[C@H]1[11*]",[O][C][C@H1][O][C@@H1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][=Branch2][=Branch1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][#Branch1][P][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][=Branch1][N][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][Branch1][#Branch1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][Ring2][C][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch1][#C][O][C@H1][Ring2][Ring2][#C][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][S][O][C@H1][Branch1][C][O][C@H1][Ring1][#C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][Branch1][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][S][O][C@H1][Branch1][C][O][C@H1][Ring2][Branch1][O][O][C@H1][Branch1][C][O][C@H1][Ring2][=Branch1][=Branch1][O],0
C=C(C)C1CCC(C)(O)CC1,C=C(C)C1CCC(C)(O)CC1,[C][=C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][Ring1][Branch2],0
N#CNC(=N)N,N#CNC(=N)N,[N][#C][N][C][=Branch1][C][=N][N],0
N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,"[11*][C@@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn32)[C@@H]1O,[6*]CO",[N][=C][C][=C][N][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@H1][Ring1][Branch2][Ring1][N],0
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],"[4*][N+]([4*])(C)C,[3*]CCCCCCCCCCCC,[3*]CCCS(=O)(=O)[O-]",[C][C][C][C][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0
CC(=O)C(=O)CC(C)C,CC(=O)C(=O)CC(C)C,[C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][Branch1][C][C][C],0
CCCC[n+]1ccccc1C,CCCC[n+]1ccccc1C,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1][C],0
CCCCN(CC)C(=O)SCCC,"[1*]C(=O)S[9*],[3*]CCC,[3*]CC,[3*]CCCC,[4*]N([4*])[4*]",[C][C][C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][S][C][C][C],0
CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2,"[14*]c1ccc2c(c1)OCO2,[6*][C@@H]1c2ccc([12*])nc2[C@H]([6*])[C@H]1[13*],[6*]C[C@H](C)C(=O)[O-],[6*]CCCC,[2*]OC,[1*]C(=O)[O-],[14*]c1ccc([14*])c([14*])c1",[C][C][C][C][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C@@H1][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][O-1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@H1][Ring2][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],0
Cc1cccc(C)c1NC1=NCCCS1,"[4*]NC1=NCCCS1,[14*]c1c(C)cccc1C",[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=N][C][C][C][S][Ring1][=Branch1],0
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,"[3*][C@@H]1C[C@H]2CC[C@@H](C1)N2C,[14*]c1ccccc1,[1*]C(=O)C([6*])CO,[2*]O[2*]",[C][N][C@H1][C][C][C@@H1][Ring1][Branch1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1],1
CCNc1nc(Cl)nc(NC(C)C)n1,"[12*]c1nc([12*])nc(Cl)n1,[3*]C(C)C,[4*]N[4*],[3*]CC",[C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][O],0
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,"[14*]c1ccc(Cl)cc1,[1*]C(=O)C[3*],[3*]CC[3*],[2*]O[2*],[3*]CC,[4*]N[4*],[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
COP(=S)(Cl)OC,COP(=S)(Cl)OC,[C][O][P][=Branch1][C][=S][Branch1][C][Cl][O][C],0
CO[Si](CCCOCC1CO1)(OC)OC,"[3*]CCC[Si](OC)(OC)OC,[3*]C[6*],[11*]C1CO1,[2*]O[2*]",[C][O][Si][Branch1][O][C][C][C][O][C][C][C][O][Ring1][Ring1][Branch1][Ring1][O][C][O][C],0
CCCCCCOC(=O)C(C)CC,"[1*]C(=O)C(C)CC,[2*]O[2*],[3*]CCCCCC",[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C],0
[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1,"[Cr+2],c1cc[cH-]c1",[Cr+2].[C][C][=C][CH1-1][C][=Ring1][Branch1].[C][C][=C][CH1-1][C][=Ring1][Branch1],0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,"[1*]C(=O)O,[2*]O[2*],[3*]CC,[14*]c1ccccc1,[4*]N[4*],[4*]N1Cc2ccccc2C[C@@H]1[11*],[1*]C(=O)[C@@H]([3*])CC[6*],[1*]C(=O)[C@@H]([3*])C",[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][O],0
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,"[1*]C(=O)O,[7*]n1cc([14*])c(=O)c2cc3c(cc21)OCO3,[6*]CC",[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=C][O][C][O][Ring1][#Branch1],0
COCC(C)N,"[3*]CC(C)N,[2*]OC",[C][O][C][C][Branch1][C][C][N],0
COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O,"[1*]C(=O)C=[5*],[5*]=C(C)C,[3*][C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@H]([13*])CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,[5*]=Cc1ccc(O)c([14*])c1,[2*]O[2*],[2*]OC,[5*]=CCC[C@H]([6*])C",[C][O][C][=C][C][Branch2][Branch1][#C][/C][=C][/C][=Branch1][C][=O][O][C@H1][C][C][C@][C][C@][Ring1][Ring1][C][C][C@][Branch1][C][C][C@@H1][Branch1][=N][C@H1][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][C][C][C@@][Ring1][=C][Branch1][C][C][C@@H1][Ring2][Ring1][Ring1][C][C][C@H1][Ring2][Ring1][Branch2][C][Ring2][Ring1][N][Branch1][C][C][C][=C][C][=C][Ring2][Ring2][=Branch2][O],0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][O],1
CNC(=O)ON=C(SC)C(=O)N(C)C,"[4*]N(C)C,[4*]NC,[1*]C([1*])=O,[1*]C(=O)C(=NO[2*])SC",[C][N][C][=Branch1][C][=O][O][N][=C][Branch1][Ring1][S][C][C][=Branch1][C][=O][N][Branch1][C][C][C],0
COc1ccc(CO)cc1,"[6*]CO,[14*]c1ccc([14*])cc1,[2*]OC",[C][O][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2],0
CN(C)Cc1ccccc1O,"[4*]N(C)C,[3*]C[6*],[14*]c1ccccc1O",[C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,"[3*]CC(O)CO,[1*]C(C)=O,[14*]c1c(I)c([14*])c(I)c([14*])c1I,[1*]C([1*])=O,[4*]N[4*],[3*]CCO,[4*]N([4*])[4*]",[C][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][=C][Branch1][C][I][C][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][O][=C][Branch1][C][I][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][O][=C][Ring2][Ring1][=Branch1][I],0
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,"[10*]S(=O)(=O)c1nc2c(F)cnc([12*])n2n1,[14*]c1c(F)cccc1F,[4*]N[4*],[2*]OC",[C][O][C][=N][C][=C][Branch1][C][F][C][=N][C][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][=N][N][Ring2][Ring1][=Branch1][Ring1][P],0
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,"[6*]C[6*],[3*]CC[6*],[3*]CC,[14*]c1ccccc1,[3*]CCO,[7*]n1c([12*])nc2c1c(=O)n(C)c(=O)n2C,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring2][C][C][O][C][C][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],0
Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,[Cl][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],0
Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,"[12*]c1nnc(C)s1,[3*]CC1=C(C(=O)O)N2C(=O)[C@H]([3*])[C@H]2SC1,[7*]n1cnnn1,[4*]N[4*],[9*]S[9*],[1*]C(=O)C[6*]",[C][C][=N][N][=C][Branch2][Ring2][=Branch2][S][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][N][C][=N][N][=N][Ring1][Branch1][C@H1][Ring1][=C][S][C][Ring2][Ring1][Branch1][S][Ring2][Ring1][N],0
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,"[3*]CCC[3*],[1*]C(C)=O,[4*]N1CCC([13*])CC1,[6*]CCO,[4*]N1c2ccccc2Sc2ccc([14*])cc21",[C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][P][C][C][C][N][C][C][C][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][#Branch1],0
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,"[1*]C(=O)C[3*],[4*]N1CCN(C)CC1,[4*]N1c2ccccc2C(=O)Nc2cccnc21",[C][N][C][C][N][Branch2][Ring1][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch2],0
CCC(CO)(CO)CO,CCC(CO)(CO)CO,[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],0
CCC(C)N,CCC(C)N,[C][C][C][Branch1][C][C][N],0
O=C(NCCO[N+](=O)[O-])c1cccnc1,"[3*]CC[3*],[2*]O[N+](=O)[O-],[1*]C([1*])=O,[4*]N[4*],[14*]c1cccnc1",[O][=C][Branch1][#Branch2][N][C][C][O][N+1][=Branch1][C][=O][O-1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
COC(C)(C)OC,"[3*]C([3*])(C)C,[2*]OC",[C][O][C][Branch1][C][C][Branch1][C][C][O][C],0
O=C(NCCc1c[nH]c2ccccc12)c1cccnc1,"[14*]c1c[nH]c2ccccc12,[3*]CC[6*],[1*]C([1*])=O,[4*]N[4*],[14*]c1cccnc1",[O][=C][Branch1][P][N][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,"[4*]N(C)C,[12*]c1nc([12*])nc([12*])n1",[C][N][Branch1][C][C][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][Ring1][N],0
CCC[N+](=O)[O-],CCC[N+](=O)[O-],[C][C][C][N+1][=Branch1][C][=O][O-1],0
CC(C)[N+](=O)[O-],CC(C)[N+](=O)[O-],[C][C][Branch1][C][C][N+1][=Branch1][C][=O][O-1],0
O=C(O)CC[N+](=O)[O-],O=C(O)CC[N+](=O)[O-],[O][=C][Branch1][C][O][C][C][N+1][=Branch1][C][=O][O-1],0
Oc1ncnc2[nH]ncc12,Oc1ncnc2[nH]ncc12,[O][C][=N][C][=N][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1],0
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,"[14*]c1ccc(Cl)cc1,[4*]N1CCN([4*])CC1,[14*]c1cccc(C)c1,[14*]c1ccccc1,[3*]C[6*],[3*]C([6*])[6*]",[C][C][=C][C][=C][C][Branch2][Ring2][Ring2][C][N][C][C][N][Branch2][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][O],0
CC[C@@H](CO)NCCN[C@@H](CC)CO,"[3*]CC[3*],[4*]N[4*],[3*][C@@H](CC)CO",[C][C][C@@H1][Branch1][Ring1][C][O][N][C][C][N][C@@H1][Branch1][Ring1][C][C][C][O],0
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,"[3*]CC([3*])C,[4*]N1c2ccccc2Sc2ccccc21,[3*]CC,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],0
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,[C][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][S][Branch1][C][N][=Branch1][C][=O][=O][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][=C],0
CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,"[14*]c1cc(O)cc(O)c1,[3*]CC([6*])O,[3*]C(C)(C)C,[4*]N[4*]",[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2].[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],0
NCC(CC(=O)O)c1ccc(Cl)cc1,"[6*]C(CN)CC(=O)O,[14*]c1ccc(Cl)cc1",[N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"[14*]c1cc([N+](=O)[O-])c([14*])c([N+](=O)[O-])c1,[3*]CC,[3*]CCCC,[6*]C(F)(F)F,[4*]N([4*])[4*]",[C][C][C][C][N][Branch1][Ring1][C][C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][=N][N+1][=Branch1][C][=O][O-1],0
Oc1c(I)cc(I)c2cccnc12,Oc1c(I)cc(I)c2cccnc12,[O][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][=C][C][=C][N][=C][Ring1][N][Ring1][=Branch1],0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,"[5*]=Cc1ccc(S(C)=O)cc1,[5*]=C1C(C)=C(CC(=O)O)c2cc(F)ccc21",[C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][/C][Ring1][=C][=C][\C][=C][C][=C][Branch1][=Branch1][S][Branch1][C][C][=O][C][=C][Ring1][=Branch2],0
Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,[N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2],0
O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21,"[14*]c1ccc(O)c(S(=O)(=O)[O-])c1,[6*]C1([6*])OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21",[O][=C][O][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring1][O][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring1][O][C][=C][Branch1][C][Br][C][Branch1][C][Br][=C][Branch1][C][Br][C][Branch1][C][Br][=C][Ring1][#Branch2][Ring2][Ring2][Ring1],0
O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,"[14*]c1ccc([N+](=O)[O-])cc1,[1*]C(=O)C(Cl)Cl,[2*]O[2*],[1*]C(=O)CCC(=O)[O-],[4*]N[4*],[3*]C[C@H]([3*])[C@@H]([6*])O",[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],0
CC1=CC2C3CC(C=C3C)C2C1,CC1=CC2C3CC(C=C3C)C2C1,[C][C][=C][C][C][C][C][Branch1][=Branch1][C][=C][Ring1][Branch1][C][C][Ring1][Branch2][C][Ring1][O],0
[Br-].[Na+],"[Na+],[Br-]",[Br-1].[Na+1],0
CC(C)Oc1ccccc1O,"[14*]c1ccccc1O,[2*]O[2*],[3*]C(C)C",[C][C][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0
CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,[C][C][C][C][C][Branch1][=Branch1][C][C][Ring1][=Branch1][=O][C][Ring1][Branch2][Branch1][C][C][C],0
COC(OC)C(C)c1ccccc1,"[14*]c1ccccc1,[3*]C([3*])C([6*])C,[2*]OC",[C][O][C][Branch1][Ring1][O][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21,O=C1[N-]S(=O)(=O)c2ccccc21,[O][=C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O].[O][=C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],0
O=C1OC(=O)C2C3C=CC(C3)C12,O=C1OC(=O)C2C3C=CC(C3)C12,[O][=C][O][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][O][Ring1][#Branch1],0
CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,"[11*][C@@]12O[C@H]3COC(C)(C)O[C@H]3[C@@H]1OC(C)(C)O2,[1*]C(=O)O",[C][C][Branch1][C][C][O][C][C@@H1][O][C@@][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][C][C][Branch1][C][C][O][C@H1][Ring1][#Branch2][C@@H1][Ring1][=N][O][Ring2][Ring1][C],0
C1CCN(CN2CCCCC2)CC1,C1CCN(CN2CCCCC2)CC1,[C][C][C][N][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=N],0
