smiles,smi_fragments,selfies,selfies_fragments,CT_TOX
CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,"['CO[2C]', '[2C]O[2C]', 'CN1c2cc([14C])c([14C])cc2[C@@]23CCN4CC=C[C@@]([13C])([C@@H]([3C])[C@]([13C])(O)[C@H]12)[C@H]43', 'CC([1C])=O', '[1C]C([1C])=O', 'CC[6C]', 'CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@]([6C])(C([1C])=O)C2']",[C][C][C][=C][C@H1][C][C@@][Branch2][Ring1][#Branch2][C][=C][Branch1][O][C][N][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][Branch2][Branch1][P][C][=C][Branch2][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@][C][C][N][C@H1][Ring1][Branch1][C@@][Branch1][=Branch1][C][=C][C][Ring1][=Branch1][Branch2][Ring1][=C][C@H1][Branch2][Ring1][Ring2][C@@][Branch1][Branch2][C@@H1][Ring1][N][N][Ring1][S][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][O][O][C][=Branch1][C][=O][C][C][C][O][C][C][=Branch1][C][=O][O][C],"['[C][O][2C]', '[2C][O][2C]', '[C][N][C][=C][C][Branch1][C][14C][=C][Branch1][C][14C][C][=C][Ring1][Branch2][C@@][C][C][N][C][C][=C][C@@][Branch1][C][13C][Branch2][Ring1][C][C@@H1][Branch1][C][3C][C@][Branch1][C][13C][Branch1][C][O][C@H1][Ring2][Ring1][Branch2][Ring1][#C][C@H1][Ring1][=N][Ring1][S]', '[C][C][Branch1][C][1C][=O]', '[1C][C][Branch1][C][1C][=O]', '[C][C][6C]', '[C][C][C][=C][C@@H1][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][C][6C][Branch1][=Branch1][C][Branch1][C][1C][=O][C][Ring2][Ring1][Ring2]']",1
CCc1cc(ccn1)C(=S)N,"['[12C]c1cc(C(N)=S)ccn1', 'CC[6C]']",[C][C][C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=S][N],"['[12C][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=S][=C][C][=N][Ring1][=Branch2]', '[C][C][6C]']",0
CCc1cc2c(cc1CC)CC(C2)[NH2+]C[C@@H](c3ccc(c4c3ccc(=O)[nH]4)O)O,"['[14C]c1ccc(O)c2[nH]c(=O)ccc12', '[4C][NH2+][4C]', '[3C]C[C@H]([6C])O', 'CC[6C]', '[3C]C1Cc2cc([14C])c([14C])cc2C1']",[C][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch2][NH2+1][C][C@@H1][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][NH1][Ring1][#Branch1][O][O],"['[14C][C][=C][C][=C][Branch1][C][O][C][NH1][C][=Branch1][C][=O][C][=C][C][Ring1][N][=Ring1][#Branch1]', '[4C][NH2+1][4C]', '[3C][C][C@H1][Branch1][C][6C][O]', '[C][C][6C]', '[3C][C][C][C][=C][C][Branch1][C][14C][=C][Branch1][C][14C][C][=C][Ring1][Branch2][C][Ring1][O]']",0
CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,"['CO[2C]', 'CCC1=CC2C[NH+](C1)Cc1c([nH]c3ccccc13)[C@@]([6C])(C([1C])=O)C2', '[2C]O[2C]', 'CC([1C])=O', '[1C]C([1C])=O', 'CN1c2cc([14C])c([14C])cc2[C@]23CC[NH+]4CC=C[C@]([13C])([C@H]42)[C@@H]([3C])[C@@]([13C])(O)[C@H]13', 'CC[6C]']",[C][C][C][=C][C][C][C@@][Branch2][Ring1][O][C][=C][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][NH1+1][Branch1][Ring2][C][Ring1][#C][C][Ring2][Ring1][C][Branch2][Branch1][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch2][Ring2][=N][C@@H1][C@][Ring1][=Branch2][C][C][NH1+1][C@H1][Ring1][Branch1][C@@][Branch1][=Branch1][C][=C][C][Ring1][=Branch1][Branch2][Ring1][=Branch1][C@H1][Branch1][=N][C@@][Ring1][N][Branch1][#Branch1][C][=Branch1][C][=O][O][C][O][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C],"['[C][O][2C]', '[C][C][C][=C][C][C][NH1+1][Branch1][Ring2][C][Ring1][=Branch1][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][C][6C][Branch1][=Branch1][C][Branch1][C][1C][=O][C][Ring2][Ring1][Ring2]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[1C][C][Branch1][C][1C][=O]', '[C][N][C][=C][C][Branch1][C][14C][=C][Branch1][C][14C][C][=C][Ring1][Branch2][C@][C][C][NH1+1][C][C][=C][C@][Branch1][C][13C][Branch1][=Branch1][C@H1][Ring1][#Branch1][Ring1][#Branch2][C@@H1][Branch1][C][3C][C@@][Branch1][C][13C][Branch1][C][O][C@H1][Ring2][Ring1][=Branch2][Ring1][S]', '[C][C][6C]']",0
CCc1ccc(nc1)CCOc2ccc(cc2)CC3C(=O)[N-]C(=O)S3,"['[6C]C[6C]', '[3C]CC[6C]', '[2C]O[2C]', '[12C]c1ccc([14C])cn1', '[14C]c1ccc([14C])cc1', 'CC[6C]', '[11C]C1SC(=O)[N-]C1=O']",[C][C][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N-1][C][=Branch1][C][=O][S][Ring1][#Branch1],"['[6C][C][6C]', '[3C][C][C][6C]', '[2C][O][2C]', '[12C][C][=C][C][=C][Branch1][C][14C][C][=N][Ring1][#Branch1]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[C][C][6C]', '[11C][C][S][C][=Branch1][C][=O][N-1][C][Ring1][=Branch1][=O]']",0
CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)[O-],"['CC[6C]', 'CCC1(CC(=O)[O-])OCCc2c1[nH]c1c([14C])cccc21']",[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=C][Ring1][Branch1][C][C][O][C][Ring1][=Branch1][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][O-1],"['[C][C][6C]', '[C][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][O][C][C][C][=C][Ring1][#Branch2][NH1][C][=C][Branch1][C][14C][C][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1]']",0
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"['[6C]C[6C]', '[3C]CC[6C]', '[11C]C1SC(=O)NC1=O', '[2C]O[2C]', '[12C]c1ccc([14C])cn1', '[14C]c1ccc([14C])cc1', 'CC[6C]']",[C][C][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][S][Ring1][#Branch1],"['[6C][C][6C]', '[3C][C][C][6C]', '[11C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O]', '[2C][O][2C]', '[12C][C][=C][C][=C][Branch1][C][14C][C][=N][Ring1][#Branch1]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[C][C][6C]']",1
CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,"['CC[6C]', '[11C]C1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1']",[C][C][C][N][C][=C][C][=Branch2][Ring1][#Branch1][=C][Branch1][N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Cl],"['[C][C][6C]', '[11C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Branch1][C][Cl][C][=C][Ring1][O][N][Ring1][S]']",0
CCc1nn(c(=O)n1CCOc2ccccc2)CCC[NH+]3CCN(CC3)c4cccc(c4)Cl,"['[14C]c1ccccc1', '[4C]N1CC[NH+]([4C])CC1', '[14C]c1cccc(Cl)c1', '[3C]CC[6C]', '[2C]O[2C]', '[3C]CCC[6C]', '[7C]n1nc([12C])n([7C])c1=O', 'CC[6C]']",[C][C][C][=N][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][NH1+1][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[4C][N][C][C][NH1+1][Branch1][C][4C][C][C][Ring1][#Branch1]', '[14C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]', '[3C][C][C][6C]', '[2C][O][2C]', '[3C][C][C][C][6C]', '[7C][N][N][=C][Branch1][C][12C][N][Branch1][C][7C][C][Ring1][#Branch1][=O]', '[C][C][6C]']",0
CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,"['[3C]C1CC1', '[4C]N1C[C@@H]2CCC[C@@H]2[C@H]1[11C]', '[13C]C1CCCCC1', 'CC(C)(C)[C@H]([3C])C([1C])=O', '[12C]c1cnccn1', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(=O)[C@H]([3C])[6C]', 'CCC[C@H]([3C])C(=O)C([1C])=O']",[C][C][C][C@@H1][Branch1][#C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][C@H1][C][C][C][C@H1][Ring1][Branch1][C][N][Ring1][Branch2][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1],"['[3C][C][C][C][Ring1][Ring1]', '[4C][N][C][C@@H1][C][C][C][C@@H1][Ring1][Branch1][C@H1][Ring1][Branch2][11C]', '[13C][C][C][C][C][C][C][Ring1][=Branch1]', '[C][C][Branch1][C][C][Branch1][C][C][C@H1][Branch1][C][3C][C][Branch1][C][1C][=O]', '[12C][C][=C][N][=C][C][=N][Ring1][=Branch1]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][3C][6C]', '[C][C][C][C@H1][Branch1][C][3C][C][=Branch1][C][=O][C][Branch1][C][1C][=O]']",0
CCC[C@@H](C(=O)OCC)[NH2+][C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)[O-],"['[4C][NH2+][4C]', '[4C]N1[C@@H]([11C])C[C@@H]2CCCC[C@@H]21', '[1C]C(=O)[O-]', 'CCC[C@H]([3C])C([1C])=O', 'CC[3C]', '[2C]O[2C]', 'C[C@H]([3C])C([1C])=O']",[C][C][C][C@@H1][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][NH2+1][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][C][=Branch1][C][=O][O-1],"['[4C][NH2+1][4C]', '[4C][N][C@@H1][Branch1][C][11C][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][Ring1][#Branch2]', '[1C][C][=Branch1][C][=O][O-1]', '[C][C][C][C@H1][Branch1][C][3C][C][Branch1][C][1C][=O]', '[C][C][3C]', '[2C][O][2C]', '[C][C@H1][Branch1][C][3C][C][Branch1][C][1C][=O]']",0
CCC[C@@H]1C[C@H]([NH+](C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,"['[3C][C@H]1O[C@H]([11C])[C@H](O)[C@H](O)[C@H]1O', '[1C]C([1C])=O', 'C[NH+]1C[C@H]([13C])C[C@H]1[11C]', '[4C]N[4C]', 'CCC[6C]', 'C[C@@H](O)[C@@H]([3C])[6C]', 'CS[9C]']",[C][C][C][C@@H1][C][C@H1][Branch1][Branch2][NH1+1][Branch1][Ring2][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][=Branch1][C@@H1][C@@H1][Branch1][P][C@@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][S][C][O][O][O][C@@H1][Branch1][C][C][O],"['[3C][C@H1][O][C@H1][Branch1][C][11C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O]', '[1C][C][Branch1][C][1C][=O]', '[C][NH1+1][C][C@H1][Branch1][C][13C][C][C@H1][Ring1][=Branch1][11C]', '[4C][N][4C]', '[C][C][C][6C]', '[C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][3C][6C]', '[C][S][9C]']",0
CCC[C@@H]1C[C@H]([NH+](C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl,"['[4C]N[4C]', '[3C][C@H]1O[C@H]([11C])[C@H](O)[C@H](O)[C@H]1O', '[1C]C([1C])=O', 'C[NH+]1C[C@H]([13C])C[C@H]1[11C]', 'CC(Cl)C([3C])[6C]', 'CCC[6C]', 'CS[9C]']",[C][C][C][C@@H1][C][C@H1][Branch1][Branch2][NH1+1][Branch1][Ring2][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][C@@H1][C@@H1][Branch1][P][C@@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][S][C][O][O][O][C][Branch1][C][C][Cl],"['[4C][N][4C]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O]', '[1C][C][Branch1][C][1C][=O]', '[C][NH1+1][C][C@H1][Branch1][C][13C][C][C@H1][Ring1][=Branch1][11C]', '[C][C][Branch1][C][Cl][C][Branch1][C][3C][6C]', '[C][C][C][6C]', '[C][S][9C]']",0
CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)c2cccc(c2)[N-]S(=O)(=O)c3ccc(cn3)C(F)(F)F)[O-])CCc4ccccc4,"['[14C]c1cccc([14C])c1', '[4C][N-][4C]', '[10C]S(=O)(=O)c1ccc([14C])cn1', '[14C]c1ccccc1', '[6C]CC[6C]', '[6C]C(F)(F)F', 'CCC[6C]', 'CC[C@H]([6C])C1=C([O-])CC([11C])([11C])OC1=O']",[C][C][C][C@][Branch2][Branch1][#Branch2][C][C][=Branch2][Branch1][Ring2][=C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][#Branch1][C@H1][Branch1][Ring1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][O-1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"['[14C][C][=C][C][=C][C][Branch1][C][14C][=C][Ring1][#Branch1]', '[4C][N-1][4C]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][14C][C][=N][Ring1][#Branch1]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[6C][C][C][6C]', '[6C][C][Branch1][C][F][Branch1][C][F][F]', '[C][C][C][6C]', '[C][C][C@H1][Branch1][C][6C][C][=C][Branch1][C][O-1][C][C][Branch1][C][11C][Branch1][C][11C][O][C][Ring1][=Branch2][=O]']",0
CCC[NH+](CC)C(CC)C(=O)Nc1c(cccc1C)C,"['Cc1cccc(C)c1[14C]', 'CCC[3C]', 'CC[3C]', '[4C][NH+]([4C])[4C]', '[4C]N[4C]', 'CCC([3C])C([1C])=O']",[C][C][C][NH1+1][Branch1][Ring1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C],"['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][14C]', '[C][C][C][3C]', '[C][C][3C]', '[4C][NH1+1][Branch1][C][4C][4C]', '[4C][N][4C]', '[C][C][C][Branch1][C][3C][C][Branch1][C][1C][=O]']",0
CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,"['[14C]c1cccc2c1CC(=O)N2', '[4C][NH+]([4C])[4C]', '[3C]CC[6C]', 'CCC[3C]']",[C][C][C][NH1+1][Branch1][Ring2][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][=Branch1],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][=Branch1]', '[4C][NH1+1][Branch1][C][4C][4C]', '[3C][C][C][6C]', '[C][C][C][3C]']",0
CCC[NH+](CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,"['CCC[3C]', '[12C]c1cccs1', '[4C][NH+]([4C])[4C]', '[3C]CC[6C]', '[3C][C@H]1CCc2c(O)cccc2C1']",[C][C][C][NH1+1][Branch1][#Branch2][C][C][C][=C][C][=C][S][Ring1][Branch1][C@H1][C][C][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O],"['[C][C][C][3C]', '[12C][C][=C][C][=C][S][Ring1][Branch1]', '[4C][NH1+1][Branch1][C][4C][4C]', '[3C][C][C][6C]', '[3C][C@H1][C][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][Ring1][O]']",0
CCC[NH+]1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CSC,"['CS[9C]', '[3C]C[6C]', '[4C][NH+]1C[C@H]([13C])C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21', 'CCC[3C]']",[C][C][C][NH1+1][C][C@@H1][Branch2][Ring1][=Branch1][C][C@H1][C@H1][Ring1][=Branch1][C][C][=C][NH1][C][=C][Ring1][Branch1][C][Ring1][=Branch2][=C][C][=C][Ring1][=Branch1][C][S][C],"['[C][S][9C]', '[3C][C][6C]', '[4C][NH1+1][C][C@H1][Branch1][C][13C][C][C@@H1][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C@H1][Ring1][N][Ring1][P]', '[C][C][C][3C]']",0
C=CC[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,"['C=CC[3C]', '[4C][NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5']",[C][=C][C][NH1+1][C][C][C@][C][=C][C][=C][C][=Branch2][Ring1][O][=C][Ring1][=Branch1][O][C@H1][Ring1][=Branch2][C][=Branch1][C][=O][C][C][C@][Ring1][=C][Branch1][Branch2][C@H1][Ring2][Ring1][C][C][Ring1][=C][O][O],"['[C][=C][C][3C]', '[4C][NH1+1][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][C][C][C@@][Ring1][#C][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][C][Ring1][S]']",0
C=CC[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,"['C=CC[3C]', '[4C][NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13']",[C][=C][C][NH1+1][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],"['[C][=C][C][3C]', '[4C][NH1+1][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C]']",0
CCC[NH+]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,"['Cc1cccc(C)c1[14C]', 'CCC[3C]', '[1C]C([1C])=O', '[4C]N[4C]', '[4C][NH+]1CCCC[C@@H]1[11C]']",[C][C][C][NH1+1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C],"['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][14C]', '[C][C][C][3C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[4C][NH1+1][C][C][C][C][C@@H1][Ring1][=Branch1][11C]']",0
CCC[NH2+][C@H]1CCc2c(sc(n2)N)C1,"['[3C][C@H]1CCc2nc(N)sc2C1', '[4C][NH2+][4C]', 'CCC[3C]']",[C][C][C][NH2+1][C@H1][C][C][C][=C][Branch1][=Branch2][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][C][Ring1][#Branch2],"['[3C][C@H1][C][C][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][C][Ring1][#Branch2]', '[4C][NH2+1][4C]', '[C][C][C][3C]']",0
CCC[NH2+]C(C)C(=O)Nc1c(csc1C(=O)OC)C,"['CC([3C])C([1C])=O', 'CO[2C]', '[4C][NH2+][4C]', 'CCC[3C]', 'Cc1csc([12C])c1[14C]', '[1C]C([1C])=O', '[4C]N[4C]']",[C][C][C][NH2+1][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][N][=C][S][C][=Ring1][Branch1][C][=Branch1][C][=O][O][C][C],"['[C][C][Branch1][C][3C][C][Branch1][C][1C][=O]', '[C][O][2C]', '[4C][NH2+1][4C]', '[C][C][C][3C]', '[C][C][=C][S][C][Branch1][C][12C][=C][Ring1][=Branch1][14C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]']",0
CCC[NH2+]C(C)C(=O)Nc1ccccc1C,"['CC([3C])C([1C])=O', '[4C][NH2+][4C]', 'CCC[3C]', 'Cc1ccccc1[14C]', '[4C]N[4C]']",[C][C][C][NH2+1][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C],"['[C][C][Branch1][C][3C][C][Branch1][C][1C][=O]', '[4C][NH2+1][4C]', '[C][C][C][3C]', '[C][C][=C][C][=C][C][=C][Ring1][=Branch1][14C]', '[4C][N][4C]']",0
CCC[NH2+]CC(COc1ccccc1C(=O)CCc2ccccc2)O,"['[14C]c1ccccc1', '[1C]C(=O)CC[6C]', '[4C][NH2+][4C]', 'CCC[3C]', '[3C]CC(O)C[3C]', '[2C]O[2C]', '[14C]c1ccccc1[14C]']",[C][C][C][NH2+1][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[1C][C][=Branch1][C][=O][C][C][6C]', '[4C][NH2+1][4C]', '[C][C][C][3C]', '[3C][C][C][Branch1][C][O][C][3C]', '[2C][O][2C]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1][14C]']",0
CCCC(C)(COC(=O)N)COC(=O)N,"['CCCC(C)(C[3C])C[3C]', '[2C]O[2C]', '[1C]C(N)=O']",[C][C][C][C][Branch1][C][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][N][C][O][C][=Branch1][C][=O][N],"['[C][C][C][C][Branch1][C][C][Branch1][Ring1][C][3C][C][3C]', '[2C][O][2C]', '[1C][C][Branch1][C][N][=O]']",0
CCCC(C)(COC(=O)N)COC(=O)NC(C)C,"['CCCC(C)(C[3C])C[3C]', '[2C]O[2C]', 'CC(C)[3C]', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(N)=O']",[C][C][C][C][Branch1][C][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][N][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C],"['[C][C][C][C][Branch1][C][C][Branch1][Ring1][C][3C][C][3C]', '[2C][O][2C]', '[C][C][Branch1][C][C][3C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][Branch1][C][N][=O]']",0
CCCC(C)C1(C(=O)NC(=[NH+]C1=O)S)CC=C,"['CCCC(C)[6C]', '[13C]C1([13C])C(=O)NC(S)=[NH+]C1=O', 'C=CC[6C]']",[C][C][C][C][Branch1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][=Branch1][=Branch1][=NH1+1][C][Ring1][#Branch1][=O][S][C][C][=C],"['[C][C][C][C][Branch1][C][C][6C]', '[13C][C][Branch1][C][13C][C][=Branch1][C][=O][N][C][Branch1][C][S][=NH1+1][C][Ring1][=Branch2][=O]', '[C][=C][C][6C]']",0
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,"['CCCC(C)[6C]', 'CC[6C]', '[13C]C1([13C])C(=O)NC(=O)NC1=O']",[C][C][C][C][Branch1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][C],"['[C][C][C][C][Branch1][C][C][6C]', '[C][C][6C]', '[13C][C][Branch1][C][13C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=O]']",0
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,"['CCCC(C)[6C]', 'C=CC[6C]', '[13C]C1([13C])C(=O)NC(=O)NC1=O']",[C][C][C][C][Branch1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][C][=C],"['[C][C][C][C][Branch1][C][C][6C]', '[C][=C][C][6C]', '[13C][C][Branch1][C][13C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=O]']",0
